screen_name;text;Labeling;location
jabarnewss;"Dianggap Terlalu Lama, Ridwan Kamil Usulkan Vaksinasi Covid-19 Rampung Dalam Enam Bulan
<U+0001F447>
https://t.co/cpT9SdudO4

#jabarnews #beritalokal #beritajabar #beritajawabarat #jawabarat #jabar #dianggapterlalulama #ridwankamil #usulkanvaksin #covid19 #rampungenambulan

@ridwankamil https://t.co/mYOM4HxMeS";Positive;Bandung
jabarnewss;"Ridwan Kamil Sebut Tingkat Kesembuhan Covid-19 Meningkat Sebesar 84,77 Persen
<U+0001F447>
https://t.co/djTEZdqMV0

#jabarnews #beritalokal #beritahiperlokal #beritajabar #beritajawabarat #jawabarat #jabar #ridwankamil #sebuttingkatkesembuhan #covid19 #meningkat #gubernurjabar
@ridwankamil https://t.co/fbMrRCeNpa";Positive;Bandung
jabarnewss;"Pemkot Depok Percepat Pembangunan, Ridwan Kamil Manfaatkan Dana CSR
<U+0001F447>
https://t.co/DPsnipJKi1

#jabarnews #beritalokal #beritahiperlokal #harianjabar #beritajabar #beritajawabarat #jawabarat #jabar #pemkotdepok #percepatpembangunan #ridwankamil #manfaatkandanacsr

@ridwankamil https://t.co/Jxp8wqyd3s";Positive;Bandung
jabarnewss;"Beri Kado Motor Buat Bu Cinta, Ridwan Kamil: Selama Ini Selalu Pinjaman
<U+0001F447>
https://t.co/pbqSS1beeE

#jabarnews #beritalokal #beritahiperlokal #harianjabar #beritajabar #beritajawabarat #jawabarat #jabar #berikadomotor #bucinta #ridwankamil #selalupinjam #ataliapr

@ridwankamil https://t.co/DfRkuLlhEF";Positive;Bandung
jabarnewss;"Ridwan Kamil Bakal Terapkan Kebijakan WFH di Wilayah Bodebek dan Bandung Raya
<U+0001F447>
https://t.co/8L5cqw00N6

#jabarnews #beritalokal #beritahiperlokal #beritajabar #beritajawabarat #jawabarat #jabar #ridwankamil #bakalterapkan #kebijakanwfh #wilayahbodeek #bandungraya

@ridwankamil https://t.co/Jt9eFN1kTC";Positive;Bandung
jabarnewss;"Ridwan Kamil Tegaskan Masyarakat Tidak Boleh Tolak Disuntik Vaksin Covid-19
<U+0001F447>
https://t.co/W9HedFbXMS

#jabarnews #beritalokal #beritahiperlokal #beritajabar #beritajawabarat #jawabarat #jabar #ridwankamil #tegaskanmasyarakat #tidakbolehtolak #disuntikvaksincovid19

@ridwankamil https://t.co/oez1dDq7Lz";Positive;Bandung
jabarnewss;"Dua Orang Warga Jabar Terjerat Kasus Penghinaan Negara, Ridwan Kamil Sampaikan Ini

https://t.co/ZKDMNVJmRF

#jabarnews #beritalokal #beritahiperlokal #beritajabar #beritajawabarat #jawabarat #jabar #duaorang #wargajabar #terjeratkasus #penghinaannegara #ridwankamil
@ridwankamil https://t.co/EuLIwjz4Zz";Positive;Bandung
jabarnewss;"Subling Pertama Tahun 2021 Di Garut, Ridwan Kamil Sampaikan Pesan Ini
<U+0001F447>
https://t.co/7VFEpPVDgR

#jabarnews #beritalokal #beritahiperlokal #harianjabar #beritajabar #beritajawabarat #jawabarat #jabar #sublingpertama #tahun2021 #garut #ridwankamil #sampaikanpesan

@ridwankamil https://t.co/fvAeL6NMt3";Positive;Bandung
jabarnewss;"Tahun Baruan Ridwan Kamil Bersama DPRD Jabar Bahas Raperda Perkebunan
<U+0001F447>
https://t.co/fikotIZ66z

#jabarnews #beritalokal #beritahiperlokal #jabartoday #beritajabar #beritajawabarat #jawabarat #tahunbaruan #ridwankamil #bersamadprdjabar #bahasraperda #perkebunan

@ridwankamil https://t.co/dMJBkNwYoy";Positive;Bandung
jabarnewss;"Terharu, Ridwan Kamil: Ada Sedih, Sejarah Perayaan Tahun Baru, Sesepi Ini
<U+0001F447>
https://t.co/O38q1uo0ma

#jabarnews #beritalokal #beritahiperlokal #harianjabar #beritajabar #beritajawabarat #jawabarat #jabar #terharu #ridwankamil #sedih #sejarahperyaan #tahunbaru #sepi
@ridwankamil https://t.co/910kvxIrUG";Positive;Bandung
jabarnewss;"Ridwan Kamil Raih Penghargaan Pakaian Terbaik Selama Rapat Paripurna
<U+0001F447>
https://t.co/yOcppjrVBr

#jabarnews #beritalokal #beritahiperlokal #harianjabar #beritajabar #beritajawabarat #jawabarat #jabar #ridwankamil #raihpenghargaan #pakaianterbaik #selamarapatparipurna
@ridwankamil https://t.co/Wuc7O3XFlN";Positive;Bandung
jabarnewss;"Secara Simbolis, Ridwan Kamil Serahkan Bansos Untuk Warga Terdampak Covid-19
<U+0001F447>
https://t.co/17sL2w2bEP

#jabarnews #beritalokal #beritahiperlokal #beritajabar #beritajawabarat #jawabarat #jabar #secarasimblois #ridwankamil #serahkanbansos #wargaterdampakcovid19

@ridwankamil https://t.co/EgbNzhcwnr";Positive;Bandung
jabarnewss;"1.000 Puskesmas Siap Lakukan Vaksinasi Covid-19, Ridwan Kamil: Distribusi Sedang Berjalan
<U+0001F447>
https://t.co/busSPis7vL

#jabarnews #beritajabar #beritajawabarat #jawabarat #jabar #1000puskesmas #siaplakukan #vaksinasicovid19 #ridwankamil #distribusisedangberjalan 

@ridwankamil https://t.co/YoWFx95c3k";Positive;Bandung
jabarnewss;"Keras, Ridwan Kamil Pastikan Pemotongan Bansos Akan Berujung Pidana
<U+0001F447>
https://t.co/01eqEB2uFZ

#jabarnews #beritalokal #beritahiperlokal #harianjabar #jabartoday #beritajabar #beritajawabarat #jawabarat #jabar #ridwankamil #pastikanpemotonganbansos #berujungpidana

@ridwankamil https://t.co/3fBFnXwfPg";Positive;Bandung
jabarnewss;"DPRD Jabar Dukung Ridwan Kamil Soal Pemangkasan Waktu Vaksinasi Covid-19
<U+0001F447>
https://t.co/BYaNiHuW5d

#jabarnews #beritalokal #beritahiperlokal #harianjabar #jabartoday #dprdjabar #ridwankamil #pemangkasanwaktu #vaksinasicovid19

@ridwankamil https://t.co/4PMQuGpDW1";Positive;Bandung
jabarnewss;"Tak Bisa Disuntik Vaksin Covid-19, Ridwan Kamil: Wagub Uu Yang Pertama
<U+0001F447>
https://t.co/AItxjnocMI

#jabarnews #beritalokal #beritahiperlokal  #beritajabar #beritajawabarat #jawabarat #jabar #tidakbisadisuntikvaksin #covid19 #ridwankamil #wagubuu #pertamadisuntik

@ridwankamil https://t.co/kf7vq2p8AD";Positive;Bandung
jabarnewss;"Depok dan Karawang Masih Zona Merah, Ridwan Kamil Tetapkan Siaga 1 Covid-19
<U+0001F447>
https://t.co/tPcW4vAcvU

#jabarnews #beritalokal #beritahiperlokal #beritajabar #beritajawabarat #jawabarat #jabar #depok #karawang #masihzonamerah #ridwankamil #tetapkansiaga1 #covid19

@ridwankamil https://t.co/8d2Z9Uv2ig";Positive;Bandung
jabarprovgoid;Ridwan Kamil Tinjau Gudang Vaksin Covid-19 https://t.co/p3Z6nj4ibr https://t.co/rap7yxUgW4;Positive;Bandung,Indonesia
jabarprovgoid;Ridwan Kamil Sampaikan Ucapan Terimakasih https://t.co/2fpo0BuPUb https://t.co/AQbqNfX8W9;Positive;Bandung,Indonesia
jabarprovgoid;Ridwan Kamil Tanda Tangani Perjanjian Pinjaman Daerah 2021  https://t.co/doRjaqBfOk https://t.co/Mb8tLl3cw6;Positive;Bandung,Indonesia
jabarprovgoid;Ridwan Kamil Bahas Raperda Penyelenggaraan Perkebunan di Penghujung 2020 https://t.co/jAN0tRHOIq https://t.co/672NToaDv2;Positive;Bandung,Indonesia
jabarprovgoid;Ridwan Kamil Apresiasi Kepatuhan Masyarakat Hadapi Pergantian Tahun https://t.co/uHvA0bkFq3 https://t.co/nlUIIr5a6t;Positive;Bandung,Indonesia
jabarprovgoid;Ridwan Kamil Sampaikan Berita Baik untuk Warga Garut  https://t.co/glWk1qipDn https://t.co/gEW1ddCT6E;Positive;Bandung,Indonesia
saprnwdyaa;"sering dimiripin istrinya ridwan kamil, citra kirana, teh ditha purwana, putri delina daaan baru-baru ini dimiripin sama istrinya sule yg sekarang kalo pake jilbab yg di ava :))

gatau mirip dimananya huhu, tapi alhamdulillah seneng dimiripin sama perempuan² cantik<U+0001F97A><U+0001F97A> https://t.co/YkaXo2JOJO";Positive;
awrianagrande__;@shutupidiott Hente a, ke nambut hela ka ridwan kamil sugan masihan:(;Positive;
jpnncom;Paket berisi 1,8 juta dosis vaksin buatan Sinovac tiba di gudang Biofarma di KOta Bandung pada Kamis (31/12) Pukul 18.00 WIB. #RidwanKamil https://t.co/9LbwLVMRTk;Positive;Indonesia
jpnncom;Gubernur Jawa Barat Ridwan Kamil alias Kang Emil menyampaikan pernyataan terbaru seputar vaksinasi Covid-19. #vaksinasicovid-19 https://t.co/RTOCaeLict;Positive;Indonesia
galamedianews;Petinggi PKPI Tampar Ridwan Kamil Soal FPI, Teddy Gusnaidi: Anda Arahnya Kemana Sih? https://t.co/0rJXUtXCKP https://t.co/9vKiyN3mne;Positive;Bandung, Indonesia
galamedianews;Ridwan Kamil: Bandung Raya dan Bodebek Kembali WFH Mulai 11 Januari 2021 https://t.co/ZIftnatJim https://t.co/S9fIdkWVb8;Positive;Bandung, Indonesia
galamedianews;Dadang Supritna dan Ridwan Kamil Raih Anugerah Times Indonesia (ATI) 2020 Jawa Barat https://t.co/8kvy7rh5dV https://t.co/h7NGZg8Udj;Positive;Bandung, Indonesia
galamedianews;Gubernur Jabar Ridwan Kamil: Ada 1.000 Tenaga Kesehatan di Zona Merah https://t.co/7y9xrn1TDB https://t.co/HOfqJdPrjR;Positive;Bandung, Indonesia
indonesiana;Jawa Barat 14 Januari Mulai Vaksinasi Covid-19? Ini Kata Satgas dan Ridwan Kamil #TempoNasional https://t.co/kjvFGnpmXJ;Positive;Jakarta
indonesiana;Ruang ICU Covid-19 Menipis, Ridwan Kamil Akan Aktifkan Rumah Sakit Darurat #TempoNasional https://t.co/v5t4MYmz5s;Positive;Jakarta
mapaybandungcom;Ridwan Kamil Sebut 'Kelamaan' Jika Vaksinasi Covid-19 Memakan Waktu 15 Bulan https://t.co/XN9OxQ2qsJ;Positive;Bandung, Jawa Barat
mapaybandungcom;Ditanya Soal Pembukaan Sekolah di Jabar, Ini Jawaban Ridwan Kamil https://t.co/AF96eEdebL;Positive;Bandung, Jawa Barat
mapaybandungcom;Satu Suara Ridwan Kamil dan Jokowi yang Ingin Vaksinasi Bisa Selesai Lebih Cepat https://t.co/6EhVKChCwG;Positive;Bandung, Jawa Barat
mapaybandungcom;Ridwan Kamil menyebutkan, ada dua kalangan yang bakal jadi pihak pertama disuntik vaksin Covid-19 https://t.co/aPNM1NX8Jc;Positive;Bandung, Jawa Barat
pikiran_rakyat;Ridwan Kamil Dibuat Terharu oleh Masyarakat Jabar di Malam Tahun Baru, Kenapa? https://t.co/YrabD0VzSN;Positive;Bandung, Jawa Barat
pikiran_rakyat;Jadi Hadiah Ridwan Kamil Untuk Atalia Praratya, Ternyata Segini Harga Motor Kawasaki W175 https://t.co/gakvISsHcT;Positive;Bandung, Jawa Barat
pikiran_rakyat;Sering Memicu Perdebatan Warganet, Anies Baswedan Gubernur Tervokal Kalahkan Ridwan Kamil dan Ganjar https://t.co/JrFQLO2Tvu;Positive;Bandung, Jawa Barat
pikiran_rakyat;Ridwan Kamil Usul Waktu Vaksinasi Covid-19 Tak Terlalu Lama, Seorang Minimal 30 Menit https://t.co/2GrxzejCko;Positive;Bandung, Jawa Barat
pikiran_rakyat;24 Tahun Sukses Bina Rumah Tangga, Ridwan Kamil: Jika Ada Masalah, Tidak Lari ke Perempuan Lain https://t.co/YKf38hbiTK;Positive;Bandung, Jawa Barat
pikiran_rakyat;Dede, Pemulung yang Viral Dapat 'Kado' dari Gubernur Jabar Ridwan Kamil di Malam Tahun Baru https://t.co/x76BvmMegS;Positive;Bandung, Jawa Barat
pikiran_rakyat;Rayakan 24 Tahun Pernikahan, Ridwan Kamil Boyong Moge ke Rumah untuk Sang Istri https://t.co/TXxJAY8fEA;Positive;Bandung, Jawa Barat
pikiran_rakyat;Didesak Beri Tanggapan Soal Anies Baswedan hingga Ridwan Kamil, Begini Jawaban Ganjar Pranowo https://t.co/jneZKN2zAp;Positive;Bandung, Jawa Barat
pikiran_rakyat;Imbau Warga Ikut Vaksinasi Covid-19, Ridwan Kamil Ingatkan Soal Sanksi bagi yang Menolak https://t.co/YaedxRMN6S;Positive;Bandung, Jawa Barat
pikiran_rakyat;Viral Pemuda Probolinggo Umpat Satgas Covid-19, Ridwan Kamil: Ketawa Dahulu, Menangis Kemudian https://t.co/c2ShhM4IbC;Positive;Bandung, Jawa Barat
pikiran_rakyat;Ridwan Kamil Dinobatkan Jadi Bapak Pembangunan Kepemudaan Jabar dari KNPI Awards 2020 https://t.co/Adp7e8zGCY;Positive;Bandung, Jawa Barat
pikiran_rakyat;1,8 Juta Vaksin Covid-19 Tiba dan Disimpan di Biofarma Bandung, Ridwan Kamil Jamin Satu Hal https://t.co/pkoXBACWd7;Positive;Bandung, Jawa Barat
pikiran_rakyat;Kalahkan Ridwan Kamil juga Ganjar Pranowo, Anies Baswedan Jadi Gubernur Termasyhur dan Tervokal 2020 https://t.co/M8iCI0QwS6;Positive;Bandung, Jawa Barat
pikiran_rakyat;Subling' Pertama di Tahun 2021, Ridwan Kamil Merasa Rindu Silaturahmi dengan Masyarakat https://t.co/beWgXdnMus;Positive;Bandung, Jawa Barat
pikiran_rakyat;Ikuti Arahan Jokowi, Ridwan Kamil: Fokus WFH Mulai 11 Januari 2021 Bandung Raya dan Bodebek https://t.co/VE6M0pbvC3;Positive;Bandung, Jawa Barat
pikiran_rakyat;"Berada di Gudang Biofarma, Ridwan Kamil Jamin Pengaman Vaksin Covid-19 Asal China, Sinovac
https://t.co/wyOZQ0hZ8f";Positive;Bandung, Jawa Barat
pikiran_rakyat;Berada di Gudang Biofarma, Ridwan Kamil Jamin Pengaman Vaksin Covid-19 Asal China, Sinovac https://t.co/GFhclUw9qx;Positive;Bandung, Jawa Barat
pikiran_rakyat;Jawa Barat Mulai Vaksinasi Pada Minggu Ketiga Januari 2021, Ridwan Kamil: 44.000 Nakes Akan Divaksin https://t.co/4IELjneLD0;Positive;Bandung, Jawa Barat
pikiran_rakyat;FPI Dibubarkan, Ridwan Kamil Turut Bersuara: Indonesia Butuh Kedamaian, Butuh Ketaatan https://t.co/yUVOkPDzTF;Positive;Bandung, Jawa Barat
PortalMajaleng1;Ridwan Kamil Apresiasi Kepatuhan Warga Jawa Barat Saat Malam Tahun Baru 2021 https://t.co/U9TTG9hRTP;Positive;
PortalMajaleng1;Ridwan Kamil Jamin Pengamanan Vaksin di Gudang Biofarma Bandung https://t.co/MRDFs4wPU4;Positive;
PortalMajaleng1;Gubernur Jawa Barat Ridwan Kamil Punya Jurus Kendalikan Covid-19 Saat Libur Akkhir Tahun https://t.co/5lg87BThMI;Positive;
PortalMajaleng1;Ridwan Kamil Pastikan 44 Ribu Tenaga Kesehatan Jawa Barat Akan Divaksin Covid-19 https://t.co/tQF9uLeCzR;Positive;
BandungTV38;Tanggapi Pelarangan FPI, Ridwan Kamil : Indonesia Butuh Kedamaian https://t.co/vZSGNnztN7;Positive;Bandung - Jawa Barat
BandungTV38;Ingin Vaksinasi 6 Bulan, Ridwan Kamil Koordinasikan 2 Hal Ini https://t.co/0eRbGfe72M;Positive;Bandung - Jawa Barat
BandungTV38;Ridwan Kamil Tegaskan, Warga Tak Boleh Menolak Divaksin https://t.co/JC4AqLqDQ8;Positive;Bandung - Jawa Barat
BandungTV38;Target Vaksinasi 6 Bulan, Ridwan Kamil Memenah 2 Hal https://t.co/is3hOLktBo;Positive;Bandung - Jawa Barat
HabibMaaher;@Kuyaang___ @ThanosGarisLucu @CecepSt @Ustadz_Ahong yang pernah kritik desain masjidnya ridwan kamil dajjal apa illuminati itu ya wkwkwkk;Positive;
FaqihSyahrir;"@CNNIndonesia Karena syaratnya harus belum pernah terinfeksi covid-19, maka sebelum divaksin, minmal HARUS TEST SWAB ANTIGEN.
 https://t.co/L4Sz7aQXJe";Positive;Banten Tangerang Selatan
okezonenews;Rayakan Tahun Baru, Ridwan Kamil Beri Kado Bahagia ke Pemulung Viral Bawa Bayi Sambil Naik Becak #LengkapCepatBeritanya #BeritaTerkini  . https://t.co/36bLPvh7Dh;Positive;Jakarta
okezonenews;Ridwan Kamil Pastikan Vaksin Sinovac Tiba dengan Aman di Bio Farma #LengkapCepatBeritanya #BeritaTerkini  . https://t.co/JTxwFAPQsd;Positive;Jakarta
okezonenews;Ini Kata Ridwan Kamil soal Pembubaran FPI #LengkapCepatBeritanya #BeritaTerkini  . https://t.co/Szwm5F9Ed7;Positive;Jakarta
okezonenews;Penuh Haru, Ridwan Kamil: Terima Kasih Warga Patuh Rayakan Tahun Baru di Rumah #LengkapCepatBeritanya #BeritaTerkini  . https://t.co/5n5BJ87aWT;Positive;Jakarta
okezonenews;Ridwan Kamil Terapkan WFH untuk Pekerja di Bodebek dan bandung Raya Mulai 11 Januari #LengkapCepatBeritanya #BeritaTerkini  . https://t.co/NE9hLcP8po;Positive;Jakarta
yoklulus;@thinkingbel ridwan kamil;Positive;
liputan4com;Mulai 11 Januari, Ridwan Kamil Wajibkan WFH untuk Warga Jabar di Zona Merah https://t.co/SJwWrMpBTU;Positive;Makassar
V8V9D;@geloraco Nah gitu dong @aniesbaswedan .  Galak dikit kyk pak ridwan kamil. Di obok2 mentri masa nerima aja;Positive;Rumah
GATRA_com;Ridwan Kamil: Nakes Tolak Divaksin Bakal Kena Sanksi https://t.co/cjFoCKnmsw;Positive;Jakarta, Indonesia
KamilahMawardi;"Gubernur Jawa Barat Ridwan Kamil bakal memperketat atau membatasi aktivitas masyarakat pada 11-25 Januari mendatang guna menekan laju penularan virus corona (Covid-19). Dia tengah mempersiapkan aturan teknisnya terutama untuk wilayah Bodebek dan Bandung Raya. 
#PSBBUntukKitaSehat https://t.co/BNGzlylEQk";Positive;
havysb;@AddyKurniawanC @prabangkasa @BetaKopites_ @GWijnaldum Ridwan kamil?;Positive;StrangeLand
hadi_wiguna;Jadi Relawan, Ridwan Kamil tak akan Disuntik Vaksin Sinovac https://t.co/ABWC5AefE5;Positive;Jakarta
PRFMnews;Hasil inspeksi di Kota Bandung di malam tahun baru ini dan laporan dari jajaran Polda Jabar di 27 Kota/Kabupaten lainnya, Gubernur Jawa Barat Ridwan Kamil mengatakan bahwa sampai saat ini pergerakan masyarakat minim dan lebih sepi dari hari-hari normal. (dns/ilm) https://t.co/kzerpQ8qrz;Positive;Bandung, West Java, Indonesia
PRFMnews;Awal Tahun 2021, Ridwan Kamil Unggah Postingan Menyentuh Hati https://t.co/duFjdi77Wq;Positive;Bandung, West Java, Indonesia
PRFMnews;Ridwan Kamil Optimistis Ekonomi Jabar Tumbuh Positif pada Akhir 2021 https://t.co/T0gozbTO0X;Positive;Bandung, West Java, Indonesia
PRFMnews;"Ridwan Kamil Merasa Terharu Lihat Ketaatan Warga Jabar Saat Malam Tahun Baru Kemarin
https://t.co/jrvPYyY9Ns";Positive;Bandung, West Java, Indonesia
PRFMnews;"21.30: Gubernur Jawa Barat Ridwan Kamil bersiap melakukan peninjauan malam tahun baru bersama Forkopimda.
.
Titik awal peninjauan dari Polrestabes Bandung menuju jalan Asia Afrika menggunakan bus.
.
(Ilm) https://t.co/iBf6q5YCmf";Positive;Bandung, West Java, Indonesia
PRFMnews;Menurut Ridwan Kamil, seluruh dosis vaksin Covid-19 yang disediakan Pemerintah Pusat untuk Jabar akan tiba pada Jumat mendatang https://t.co/JnByOrGNoN;Positive;Bandung, West Java, Indonesia
PRFMnews;Dalam kesempatan tersebut, @ridwankamil memutuskan untuk memberi pekerjaan baru kepada Pak Dede, yakni mengurusi taman sehingga tidak perlu jadi pemulung lagi. https://t.co/DDeUgulB0O;Positive;Bandung, West Java, Indonesia
PRFMnews;“Menikahlah dengan lelaki, yang jika ada masalah, dia larinya ke toko membelikan istrinya hadiah, bukan lari ke perempuan lain,..apalagi ke lelaki lain”—Jajang Kastem. https://t.co/XPBi1B6K8M;Positive;Bandung, West Java, Indonesia
PRFMnews;Kota Bandung Sepi Pada Saat Malam Tahun Baru Kemarin, Ridwan Kamil: Lebih Sepi dari Hari Biasa https://t.co/UnKbV3BbUh;Positive;Bandung, West Java, Indonesia
PRFMnews;Warga Jabar, kalian luar biasa! Yuk kita berjuang bersama agar pandemi segera berakhir https://t.co/srTlfwM3Oj;Positive;Bandung, West Java, Indonesia
PRFMnews;Ridwan Kamil Keluarkan Kepgub, PSBB Proporsional di Bodebek Diperpanjang 18 Hari https://t.co/HFJ1ofH5ND;Positive;Bandung, West Java, Indonesia
PRFMnews;Vaksinasi Memakan Waktu 15 Bulan, Ridwan Kamil:  Terlalu Lama https://t.co/fccnXRtZgr;Positive;Bandung, West Java, Indonesia
PRFMnews;Ridwan Kamil Usulkan Proses Vaksinasi Bisa Berjalan Kurang dari 15 Bulan https://t.co/u8OqN488BV;Positive;Bandung, West Java, Indonesia
DariKeyword;Hidup itu pilihan. Ketidaksamaan pilihan tidak harus selalu saling menjelekkan. (Ridwan Kamil);Positive;
DariKeyword;Hidup itu pilihan. Ketidaksamaan pilihan tidak harus selalu saling menjelekkan. (Ridwan Kamil);Positive;
DariKeyword;Hidup itu pilihan. Ketidaksamaan pilihan tidak harus selalu saling menjelekkan. (Ridwan Kamil);Positive;
DariKeyword;Hidup itu pilihan. Ketidaksamaan pilihan tidak harus selalu saling menjelekkan. (Ridwan Kamil);Positive;
DariKeyword;Hidup itu pilihan. Ketidaksamaan pilihan tidak harus selalu saling menjelekkan. (Ridwan Kamil);Positive;
DariKeyword;Hidup itu pilihan. Ketidaksamaan pilihan tidak harus selalu saling menjelekkan. (Ridwan Kamil);Positive;
DariKeyword;Hidup itu pilihan. Ketidaksamaan pilihan tidak harus selalu saling menjelekkan. (Ridwan Kamil);Positive;
kumparan;Gubernur Jawa Barat Ridwan Kamil mengatakan daerahnya mendapat jatah 97 ribu dosis vaksin Sinovac tahap satu. #kumparanNews https://t.co/ol5MasEHYn;Positive;
kumparan;Ridwan Kamil harap warga Jabar mematuhi aturan yang telah ditetapkan pemerintah tersebut. #kumparanNEWS https://t.co/A0RASUpxiN;Positive;
kumparan;"""Bahwa ini kewajiban dari warga negara dan berdasarkan UU tentang wabah tahun 1984 itu yang menjadi dasar kenapa yang sudah terdaftar dan teregistrasi tidak boleh menolak,"" kata Emil. #kumparanNews https://t.co/dkHgtrCMYr";Positive;
kumparan;Dia menyebut hingga hari ini, tingkat keterisian RS di Karawang capai 110 persen. #kumparanNews https://t.co/9gUcYatrzr;Positive;
kumparan;Gubernur Jawa Barat Ridwan Kamil mengumumkan status siaga satu bagi Kota Depok dan Kabupaten Karawang. #kumparanNews https://t.co/GxwAnDYvds;Positive;
kumparan;Pemerintah Provinsi Jawa Barat (Jabar) tengah berkoordinasi dengan Pemerintah Pusat untuk mempercepat durasi vaksinasi corona di Indonesia. https://t.co/dnC5A00eFk;Positive;
kumparan;Gubernur Jawa Barat Ridwan Kamil memberikan apresiasi kepada warga Jawa Barat yang telah mentaati aturan. #kumparanNEWS https://t.co/A7cablR35H;Positive;
kumparan;"""Kalau sekolah tatap muka, masih dibahas di minggu ini,"" ujar Ridwan Kamil singkat di Gedung Sate, Selasa (5/1). #kumparanNews https://t.co/PJOA9OC6zE";Positive;
kumparan;Ridwan Kamil mengatakan sudah ada tiga wilayah di Jawa Barat yang melakukan simulasi vaksinasi corona. https://t.co/hMjHsKUru5;Positive;
kumparan;Ridwan Kamil menargetkan vaksinasi rampung dalam 6 bulan dengan syarat titik vaksinasi bisa ditambah 2 kali lipat dan tenaga vaksinator sebanyak 20 ribu. #kumparanNEWS https://t.co/hlEJKvgphm;Positive;
kompascom;Ridwan Kamil bersama istrinya, Atalia Praratya, berkesempatan makan bersama Dede, pemulung yang sempat viral karena bekerja sambil membawa bayinya. https://t.co/sb6OVLrJJz;Positive;Indonesia
kompascom;Ridwan Kamil menghadiahi istrinya dengan satu unit motor custom Kawasaki W175 bergaya bobber garapan Yashashii Garage. https://t.co/AizltY8Nz6;Positive;Indonesia
kompascom;"Update terbaru Satgas Covid-19 Karawang per 5 Januari, keterisian ruang isolasi pasien Covid-19 tingga; 208 bed yang kosong. https://t.co/zwKBjFf9kX";Positive;Indonesia
kompascom;Gubernur Jawa Barat Ridwan Kamil menyatakan, Kota Depok dan Karawang berstatus siaga satu Covid-19. https://t.co/Ul0jqXtEui;Positive;Indonesia
kompascom;"""Kami beri solusi pekerjaan mengurusi taman mulai minggu depan sehingga tidak usah jadi pemulung lagi,"" kata Emil. https://t.co/3Z8LPrMY6E";Positive;Indonesia
kompascom;Dalam rapat bersama Presiden Joko Widodo, Rabu (6/1/2021), Ridwan Kamil menuturkan PSBB itu akan berdampak pada penerapan (WFH dan aktivitas lainnya. https://t.co/PNeKpigsS4;Positive;Indonesia
kompascom;Emil mengatakan, ia tak bisa ikut serta dalam suntik vaksin tahap pertama karena sudah menjadi relawan vaksin dari Biofarma. https://t.co/CcAuIblOkd;Positive;Indonesia
kompascom;"Update terbaru Satgas Covid-19 Karawang per 5 Januari, keterisian ruang isolasi pasien Covid-19 tingga; 208 bed yang kosong. https://t.co/ywaCP3FzgZ";Positive;Indonesia
kompascom;Anies Baswedan muncul sebagai top person dan top influencer dalam isu Covid-19, baik di media massa maupun media sosial https://t.co/eX5LDxmOE0;Positive;Indonesia
kompascom;Gubernur Jawa Barat, Ridwan Kamil memiliki caranya tersendiri untuk merayakan malam peralihan tahun kemarin. / #Regional #VideoKompas https://t.co/wS5XiGRN4N;Positive;Indonesia
kompascom;Ridwan Kamil sedang mencari cara agar proses vaksinisasi vaksin Covid-19 berjalan lebih singkat dari perkiraan waktu 15 bulan. https://t.co/wuv2R9ypFv;Positive;Indonesia
bewara_jabar;Malam Tahun Baru Sepi, Ridwan Kamil Apresiasi Kepatuhan Masyarakat https://t.co/9d7zfeKXiD;Positive;Bandung, Jawa Barat
bewara_jabar;Ridwan Kamil Gelar Subling Pertama di Tahun 2021 https://t.co/8eRZ8al4cW;Positive;Bandung, Jawa Barat
bewara_jabar;Atalia Ridwan Kamil Salurkan Bantuan kepada Warga Terdampak Banjir di Kota Bandung https://t.co/r88VoyNF8l;Positive;Bandung, Jawa Barat
bewara_jabar;Ridwan Kamil Ikuti Acara Penyerahan Sertipikat Tanah untuk Rakyat se-Indonesia bersama Presiden RI https://t.co/co15fSc1o9;Positive;Bandung, Jawa Barat
chloetowntale;"2. Undangan di atas disampaikan lewat Front TV.

Gimana dgn yg bilang,
'Silakan jenput HRS' yg disiarkan di media2 mainstream, yah?

Kena delik 'hasutan' juga nggak, sih?
<U+0001F914>

#AwasKenaDelik
#ChloeClue
https://t.co/ccdGvofztt https://t.co/NrmyKrEnUi";Positive;Over the <U+0001F308> & underneath the<U+0001F319>
ulyfb;Bpk Ridwan Kamil gimana nih mau psbb lagi gak? lieur loba ondangan, tiap barudak ngajak wae ngopi:(;Positive;Bandung, Jawa Barat
suaradotcom;Yang akan melakukan WFH itu ada di Bodebek dan Bandung Raya, imbuhnya. https://t.co/gfejkfsNkN;Positive;Jakarta Capital Region
suaradotcom;Ridwan Kamil juga memberikan semangat kepada semua pasien yang terjangkit Covid-19 yang sedang berjuang untuk sembuh dan pulih. https://t.co/NRduMXHdhd;Positive;Jakarta Capital Region
suaradotcom;Ridwan Kamil yang sedang melintar nyaris ditabrak pemotor. https://t.co/ksXfoJbuMz;Positive;Jakarta Capital Region
VIVAcoid;Ridwan Kamil Perpanjang PSBB Bodebek hingga 20 Januari 2021 https://t.co/5ppXfGecvK;Positive;Jakarta, Indonesia
VIVAcoid;Beri Kado Motor Custom ke Istri, Ridwan Kamil Berpesan ke Ibu-ibu https://t.co/guG84FzpiX;Positive;Jakarta, Indonesia
